id,title,overview,genres,keywords,cast,director,runtime,release_date,vote_average,vote_count,popularity,poster_path,backdrop_path,original_language,media_type,number_of_seasons,number_of_episodes
285,Pirates of the Caribbean: At World's End,"After losing Captain Jack Sparrow to the locker of Davy Jones, Will Turner, Elizabeth Swann, and Captain Barbossa journey to the ends of the earth to rescue him. And as the East India Trading Company tightens its grip on the seas under Lord Cutler Beckett—now in control of Davy Jones—the fate of piracy hangs by a thread. Now, they must unite the pirate lords for one final stand. But as loyalties are tested and alliances shift, each must ultimately choose where they stand in the battle for freedom on the high seas.","['Adventure', 'Fantasy', 'Action']","['exotic island', 'strong woman', ""love of one's life"", 'afterlife', 'traitor', 'singapore', 'shipwreck', 'sequel', 'sword fight', 'pirate', 'monkey', 'swashbuckler', 'flying dutchman', 'rum', 'sailing ship', 'aftercreditsstinger', 'british navy', 'mass hanging', 'playful', 'based on theme park ride', 'whimsical', 'celebratory', 'excited', 'joyful']","['Johnny Depp', 'Geoffrey Rush', 'Orlando Bloom', 'Keira Knightley', 'Jack Davenport', 'Bill Nighy', 'Jonathan Pryce', 'Lee Arenberg', 'Mackenzie Crook', 'Kevin McNally']",['Gore Verbinski'],169.0,2007-05-19,7.277,15697,23.8273,/jGWpG4YhpQwVmjyHEGkxEkeRf0S.jpg,/1jHxkVXMI5s3vRiyiZooUy1shB5.jpg,en,movie,,
1317149,I Swear,"Diagnosed with Tourette Syndrome at 15, John Davidson navigates his way against the odds through troubled teenage years and into adulthood, finding inspiration in the kindness of others to discover his true purpose in life.","['Drama', 'History']","['scotland', 'dark comedy', 'biography', 'based on true story', 'alienation', 'outcast', 'tourette syndrome', 'docudrama', '1980s', '1990s', 'triumph over adversity', 'based on real person', 'tragedy drama']","['Robert Aramayo', 'Maxine Peake', 'Peter Mullan', 'Shirley Henderson', 'Scott Ellis Watson', 'David Carlyle', 'Francesco Piacentini-Smith', 'Somerled Campbell', 'Michael Dylan', 'Christina Ashford']",['Kirk Jones'],121.0,2025-09-22,8.233,451,20.283,/vUwyhNWBKkSwK8ELvEeBRwV724h.jpg,/4mKczHAW4XPDXGk7V5k7Ui3dgUk.jpg,en,movie,,
1716513,Extreme Makeover: Homer Edition,"Homer and Marge's fun couples' date night goes off the rails when Marge learns Homer left the kids unsupervised with only the doorbell camera as a babysitter. Frustrated with her imperfect husband, a tipsy Marge stirs up a trilogy of fantasies of a different Homer.","['Animation', 'Comedy', 'Family']","['adult animation', 'special']","['Dan Castellaneta', 'Julie Kavner', 'Nancy Cartwright', 'Yeardley Smith', 'Harry Shearer', 'Hank Azaria', 'Betty Gilpin', 'Jon Hamm', 'Laufey', 'Tegan Quin']","['Matthew Nastuk', 'Timothy Bailey']",48.0,2026-06-17,7.19,63,26.3046,/vim76mMXig00YRxN2iGYJASoGkP.jpg,/4bW2662ZiJhJmK4IseCReVzgZ3C.jpg,en,movie,,
37165,The Truman Show,"In a picture-perfect seaside town, an insurance salesman begins to realize that his entire existence may be staged and observed by a vast unseen audience as part of a long-running real-time reality TV show.","['Comedy', 'Drama']","['escape', 'paranoia', 'dystopia', 'dark comedy', 'suspicion', 'video surveillance', 'deception', 'hidden camera', 'simulated reality ', 'television producer', 'tv show in film', 'make believe', 'actor']","['Jim Carrey', 'Laura Linney', 'Noah Emmerich', 'Natascha McElhone', 'Holland Taylor', 'Ed Harris', 'Paul Giamatti', 'Brian Delate', 'Peter Krause', 'Blair Slater']",['Peter Weir'],103.0,1998-06-04,8.156,20603,26.805,/vuza0WqY239yBXOadKlGwJsZJFE.jpg,/aCHn2TXYJfzPXQKA6r9mKPbMlUB.jpg,en,movie,,
1311031,Demon Slayer: Kimetsu no Yaiba Infinity Castle,"The Demon Slayer Corps are drawn into the Infinity Castle, where Tanjiro, Nezuko, and the Hashira face terrifying Upper Rank demons in a desperate fight as the final battle against Muzan Kibutsuji begins.","['Animation', 'Action', 'Fantasy']","['supernatural', 'sequel', 'based on manga', 'demon', 'shounen', 'anime', 'brother sister relationship', 'taisho period']","['Natsuki Hanae', 'Takahiro Sakurai', 'Akira Ishida', 'Hiro Shimono', 'Yoshimasa Hosoya', 'Saori Hayami', 'Mamoru Miyano', 'Reina Ueda', 'Yuichi Nakamura', 'Lynn']",['Haruo Sotozaki'],156.0,2025-07-18,8.701,1803,126.2866,/fWVSwgjpT2D78VUh6X8UBd2rorW.jpg,/1RgPyOhN4DRs225BGTlHJqCudII.jpg,ja,movie,,
698687,Transformers One,"The untold origin story of Optimus Prime and Megatron, better known as sworn enemies, but once were friends bonded like brothers who changed the fate of Cybertron forever.","['Animation', 'Science Fiction', 'Adventure', 'Family']","['based on toy', 'giant robot', 'aftercreditsstinger', 'duringcreditsstinger', 'buddy movie', 'brothers-in-arms relationship', 'origin story', '3d animation', 'alien robot']","['Chris Hemsworth', 'Brian Tyree Henry', 'Scarlett Johansson', 'Keegan-Michael Key', 'Jon Hamm', 'Steve Buscemi', 'Laurence Fishburne', 'Vanessa Liguori', 'Jon Bailey', 'Jason Konopisos-Alvarez']",['Josh Cooley'],104.0,2024-09-11,7.976,1719,22.708,/iRCgqpdVE4wyLQvGYU3ZP7pAtUc.jpg,/cMfokHWle5lfCreoV08cbmkKv6G.jpg,en,movie,,
1339713,Obsession,"After breaking the mysterious ""One Wish Willow"" to win his crush's heart, a hopeless romantic finds himself getting exactly what he asked for but soon discovers that some desires come at a dark, sinister price.","['Horror', 'Thriller']","['obsession', 'supernatural', 'possession', 'wish', 'unrequited love', 'couple', 'grim', 'absurdism', 'self-harm', 'supernatural horror', 'psychological', 'independent film', 'psychological horror', 'cursed object']","['Michael Johnston', 'Inde Navarrette', 'Cooper Tomlinson', 'Megan Lawless', 'Andy Richter', 'Haley Fitzgerald', 'Darin Toonder', 'Anthony Pavone', 'Justice', 'Anthony Casabianca']",['Curry Barker'],109.0,2026-05-13,8.23,4605,293.7814,/bRwnj8WEKBCvmfeUNOukJPwB43K.jpg,/rZfmzpixLKLR3Hg2u0WgC7XLFl8.jpg,en,movie,,
168259,Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,"['Action', 'Crime', 'Thriller']","['car race', 'speed', 'sequel', 'street race', 'revenge', 'race', 'cars', 'suspenseful', 'admiring', 'excited', 'sympathetic']","['Vin Diesel', 'Paul Walker', 'Dwayne Johnson', 'Michelle Rodriguez', 'Tyrese Gibson', 'Ludacris', 'Jordana Brewster', 'Jason Statham', 'Kurt Russell', 'Nathalie Emmanuel']",['James Wan'],138.0,2015-04-01,7.2,11416,19.6688,/ktofZ9Htrjiy0P6LEowsDaxd3Ri.jpg,/ehzI1mVcnHqB58NqPyQwpMqcVoz.jpg,en,movie,,
39254,Real Steel,"Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After his robot is trashed, he reluctantly teams up with his estranged son to rebuild and train an unlikely contender.","['Action', 'Science Fiction', 'Drama']","['future', 'sports', 'parent child relationship', 'fight', 'robot', 'prizefight', 'father son reunion', 'robot fighting', 'boxing', '2020s']","['Hugh Jackman', 'Dakota Goyo', 'Evangeline Lilly', 'Kevin Durand', 'Anthony Mackie', 'Hope Davis', 'James Rebhorn', 'Karl Yune', 'Sophie Levy', 'Tess Levy']",['Shawn Levy'],127.0,2011-09-28,7.132,9424,30.8772,/4GIeI5K5YdDUkR3mNQBoScpSFEf.jpg,/pjlxrd646cBYznHoPBWTzz6FujX.jpg,en,movie,,
1212763,Evil Dead Burn,"After her husband's abrupt death, Alice seeks solace with his remaining family — descendants of a leading researcher on demonic possession. As her in-laws transform one by one into creatures that feed on fear, she comes to discover that the vows she took in life survive even in death.",['Horror'],"['funeral', 'widow', 'supernatural', 'possession', 'dysfunctional family', 'sequel', 'grief', 'spirit', 'demon', 'spin off', 'family', 'book of the dead', 'evil dead', 'demonic possession', 'death of husband', 'abusive husband', 'supernatural horror', 'body horror', 'ghoulish', 'tragic']","['Souheila Yacoub', 'Tandi Wright', 'Hunter Doohan', 'Luciane Buchanan', 'Erroll Shand', 'Maude Davey', 'George Pullar', 'Greta van den Brink', 'Keanu Karim', 'Victory Ndukwe']",['Sébastien Vaniček'],110.0,2026-07-07,7.908,994,271.5888,/uRxrNXQWkHoENm3nwVOZDYSCx2F.jpg,/o0jkkpcN81QqSl8DMLScBCXyUH9.jpg,en,movie,,
348,Alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.","['Horror', 'Science Fiction']","['android', 'spacecraft', 'space marine', 'biology', 'dystopia', 'countdown', 'space suit', 'beheading', 'space travel', 'cowardice', 'alien', 'space', 'female protagonist', 'parasite', 'space opera', 'cosmos']","['Tom Skerritt', 'Sigourney Weaver', 'Veronica Cartwright', 'Harry Dean Stanton', 'John Hurt', 'Ian Holm', 'Yaphet Kotto', 'Bolaji Badejo', 'Helen Horton']",['Ridley Scott'],117.0,1979-05-25,8.172,16652,26.8276,/vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg,/AmR3JG1VQVxU8TfAvljUhfSFUOx.jpg,en,movie,,
1241436,Warfare,"A platoon of Navy SEALs embarks on a dangerous mission in Ramadi, Iraq, with the chaos and brotherhood of war retold through their memories of the event.","['War', 'Action']","['u.s. navy seal', 'docudrama', 'iraq war', 'platoon', 'desert', 'behind enemy lines', 'real time', 'rookie', 'post 9/11', '2000s']","[""D'Pharaoh Woon-A-Tai"", 'Will Poulter', 'Cosmo Jarvis', 'Kit Connor', 'Finn Bennett', 'Taylor John Smith', 'Michael Gandolfini', 'Adain Bradley', 'Noah Centineo', 'Evan Holtzman']","['Ray Mendoza', 'Alex Garland']",95.0,2025-04-09,7.075,1557,19.3786,/l39TlELomwysfsr37vrvCV6rmaQ.jpg,/30jbD8Er4aB7FbfUbyZLORMDnJN.jpg,en,movie,,
350,The Devil Wears Prada,"A young woman from the Midwest gets more than she bargained for when she moves to New York to become a writer and ends up as the assistant to the tyrannical, larger-than-life editor-in-chief of a major fashion magazine.","['Drama', 'Comedy']","['new york city', 'journalist', 'paris, france', 'based on novel or book', 'journalism', 'fashion journal', 'assistant', 'job entrant', 'job interview', 'editor-in-chief', 'fashion', 'fashion magazine', 'bullied', 'city life', 'fashion industry', 'workplace drama']","['Meryl Streep', 'Anne Hathaway', 'Emily Blunt', 'Stanley Tucci', 'Simon Baker', 'Adrian Grenier', 'Tracie Thoms', 'Rich Sommer', 'Daniel Sunjata', 'David Marshall Grant']",['David Frankel'],109.0,2006-06-29,7.44,14071,36.1368,/8912AsVuS7Sj915apArUFbv6F9L.jpg,/gkh6Nt8DtY1XT4gQsyFq9XAVJlJ.jpg,en,movie,,
10591,The Girl Next Door,"Exceptionally ambitious high schooler Matthew has aspirations for a career in politics when he falls in love with his gorgeous 19-year-old neighbor, Danielle. But Matthew's bright future is jeopardized when he finds Danielle was once a porn star. As Danielle's past catches up with her, Matthew's love for her forces him to re-evaluate his goals.","['Comedy', 'Romance']","['high school', 'porn actor', 'pornographic video', 'school party', 'blonde', 'prom', 'sexual attraction', 'teenage boy', 'porn industry', 'sex comedy', 'girl next door', 'sex video', 'loving']","['Emile Hirsch', 'Elisha Cuthbert', 'Timothy Olyphant', 'Christopher Rodriguez Marquette', 'Paul Dano', 'James Remar', 'Timothy Bottoms', 'Donna Bullock', 'Jacob Young', 'Brian Kolodziej']",['Luke Greenfield'],110.0,2004-04-09,6.752,4124,19.4503,/5mVyFHSY2rSsNgD4NfEwV82HigU.jpg,/qvcOovScPoRalRxDy50rYSYFree.jpg,en,movie,,
18785,The Hangover,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",['Comedy'],"['amnesia', 'blackjack', 'stag night', 'lost weekend', 'chapel', 'hit with tire iron', 'memory loss', 'las vegas', 'drugs', 'joyous', 'absurd', 'amused', 'cheerful', 'shaggy dog story']","['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis', 'Justin Bartha', 'Heather Graham', 'Sasha Barrese', 'Jeffrey Tambor', 'Ken Jeong', 'Rachael Harris', 'Mike Tyson']",['Todd Phillips'],100.0,2009-06-02,7.336,18349,31.6964,/A0uS9rHR56FeBtpjVki16M5xxSW.jpg,/iuRVt8tFiXDPGgzavhuSa3QHRxD.jpg,en,movie,,
381284,Hidden Figures,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.","['Drama', 'History']","['nasa', 'mathematics', 'sexism', 'biography', 'racial segregation', 'racism', 'historical fiction', 'scientist', 'space race', 'discrimination', '1960s', 'space program', 'african american history', 'apologetic', 'arrogant', 'authoritarian', 'callous', 'condescending', 'disrespectful', 'frustrated']","['Taraji P. Henson', 'Octavia Spencer', 'Janelle Monáe', 'Kevin Costner', 'Kirsten Dunst', 'Jim Parsons', 'Mahershala Ali', 'Glen Powell', 'Ariana Neal', 'Saniyya Sidney']",['Theodore Melfi'],127.0,2016-12-10,8.047,10566,22.3656,/9lfz2W2uGjyow3am00rsPJ8iOyq.jpg,/rfkIeCaIHhN3K5wjJJqKmfUjYp8.jpg,en,movie,,
438631,Dune,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence - a commodity capable of unlocking humanity's greatest potential - only those who can conquer their fear will survive.","['Science Fiction', 'Adventure']","['empire', 'future', 'army', 'based on novel or book', 'prophecy', 'dystopia', 'emperor', 'sand', 'spice', 'chosen one', 'hallucinogen', 'treason', 'baron', 'revenge', 'premonition', 'betrayal', 'space', 'water shortage', 'creature', 'desert', 'knife fight', 'destiny', 'giant worm', 'space opera', 'sand dune', 'messiah', 'complex', 'mother son relationship', 'giant creature']","['Timothée Chalamet', 'Rebecca Ferguson', 'Oscar Isaac', 'Jason Momoa', 'Stellan Skarsgård', 'Stephen McKinley Henderson', 'Josh Brolin', 'Javier Bardem', 'Sharon Duncan-Brewster', 'Chang Chen']",['Denis Villeneuve'],155.0,2021-09-15,7.784,15295,39.1348,/v1tRXZ4JtD2Iv6fjkPvT4GiwslV.jpg,/h3HsfV8Kn9Sz2QWUYYdP5ya23hx.jpg,en,movie,,
1218925,Chainsaw Man - The Movie: Reze Arc,"In a brutal war between devils, hunters, and secret enemies, a mysterious girl named Reze has stepped into Denji's world, and he faces his deadliest battle yet, fueled by love in a world where survival knows no rules.","['Animation', 'Action', 'Romance', 'Fantasy']","['manipulation', 'gore', 'sequel', 'tragedy', 'loneliness', 'chainsaw', 'based on manga', 'tragic romance', 'mysterious', 'shounen', 'frantic', 'anime', 'philosophical', 'dark romance', 'complex', 'thought provoking', 'loving', 'introspective', 'serious', 'depressed', 'dramatic', 'romantic', 'bitter', 'awestruck', 'distressing', 'excited', 'exhilarated', 'foreboding', 'ominous', 'optimistic', 'sympathetic', 'vibrant']","['Kikunosuke Toya', 'Tomori Kusunoki', 'Reina Ueda', 'Shogo Sakata', 'Karin Takahashi', 'Fairouz Ai', 'Natsuki Hanae', 'Maaya Uchida', 'Yuuya Uchida', 'Shiori Izawa']",['Tatsuya Yoshihara'],100.0,2025-09-19,8.5,1103,37.9413,/crBfxNvvsQV3rATX12EuX4W9ECo.jpg,/fr7F7156W8A5lSvrqHwNjtyrmLG.jpg,ja,movie,,
1284465,The Death of Robin Hood,"Grappling with his past after a life of crime and murder, Robin Hood finds himself gravely injured after a battle he thought would be his last. In the hands of a mysterious woman, he is offered a chance at salvation.","['Adventure', 'Drama', 'Action']","['robin hood', 'based on myths, legends or folklore', 'grim', 'salvation', 'grimdark']","['Hugh Jackman', 'Jodie Comer', 'Bill Skarsgård', 'Murray Bartlett', 'Noah Jupe', 'Jade Croot', 'Faith Delaney', 'Tabitha Smyth', 'Beau Thompson', 'Alfie Lawless']",['Michael Sarnoski'],123.0,2026-06-18,6.296,203,261.4544,/92Tsfx7SFafOqWsotvrlJbHyehd.jpg,/lh3BDkmWJh998n4fQcHYcVi7dpm.jpg,en,movie,,
49521,Man of Steel,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.","['Action', 'Adventure', 'Science Fiction']","['saving the world', 'flying', 'hope', 'superhero', 'based on comic', 'alien planet', 'superhuman', 'alien invasion', 'super power', 'mysterious force', 'reboot', 'save the day', 'dc extended universe (dceu)', 'save the planet', 'origin story', 'alien spaceship', 'defiant']","['Henry Cavill', 'Amy Adams', 'Michael Shannon', 'Diane Lane', 'Russell Crowe', 'Antje Traue', 'Harry Lennix', 'Richard Schiff', 'Christopher Meloni', 'Kevin Costner']",['Zack Snyder'],143.0,2013-06-12,6.657,16450,24.4205,/8GFtkImmK0K1VaUChR0n9O61CFU.jpg,/j2MlEEpA3wgwQiJB6p1UHC50oiw.jpg,en,movie,,
156022,The Equalizer,"McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.","['Thriller', 'Action', 'Crime']","['assassin', 'corruption', 'hitman', 'call girl', 'sadism', 'hostage', 'gangster', 'fbi', 'gore', 'remake', 'sociopath', 'revenge', 'vigilante', 'organized crime', 'teenage prostitute', 'commando', 'interrogation', 'surveillance', 'fake death', 'ex soldier', 'loner', 'black ops', 'hand to hand combat', 'mysterious past', 'vigilante justice', 'callous']","['Denzel Washington', 'Marton Csokas', 'Chloë Grace Moretz', 'David Harbour', 'Haley Bennett', 'Bill Pullman', 'Melissa Leo', 'David Meunier', 'Johnny Skourtis', 'Alex Veadov']",['Antoine Fuqua'],132.0,2014-09-24,7.293,10100,27.3902,/9u4yW7yPA0BQ2pv9XwiNzItwvp8.jpg,/9vAoubhoZE8aSkUZoSfxs3UWZhO.jpg,en,movie,,
10625,Mean Girls,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.","['Drama', 'Comedy']","['based on novel or book', 'illinois', 'female friendship', 'bullying', 'coming of age', 'prom', 'teenage girl', 'fish out of water', 'best friend', 'math teacher', 'gossip', 'clique', 'former best friend', 'teen comedy', 'exploitation of friendship', 'public humiliation', 'high school rivalry', 'new girl at school', 'teenage life', 'manipulative friend', 'math genius', 'female bully', 'teenage friendship', 'teenager', 'audacious']","['Lindsay Lohan', 'Rachel McAdams', 'Lizzy Caplan', 'Lacey Chabert', 'Amanda Seyfried', 'Daniel Franzese', 'Jonathan Bennett', 'Rajiv Surendra', 'Tina Fey', 'Tim Meadows']",['Mark Waters'],97.0,2004-04-30,7.227,9588,20.9412,/2ZkuQXvVhh45uSvkBej4S7Ix1NJ.jpg,/nP3y0TkR6XniFs9J53qQkg4Bnnk.jpg,en,movie,,
577922,Tenet,"Armed with only one word - Tenet - and fighting for the survival of the entire world, the Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.","['Action', 'Thriller', 'Science Fiction']","['assassin', 'espionage', 'spy', 'time travel', 'mumbai (bombay), india', 'arms dealer', 'terrorism', 'terrorist attack', 'nuclear weapons', 'terrorist plot', 'backwards', 'alternate timeline', 'oslo, norway', 'curious', 'time paradox', 'kyiv (kiev), ukraine', 'ambivalent']","['John David Washington', 'Robert Pattinson', 'Elizabeth Debicki', 'Kenneth Branagh', 'Dimple Kapadia', 'Michael Caine', 'Martin Donovan', 'Fiona Dourif', 'Yuri Kolokolnikov', 'Himesh Patel']",['Christopher Nolan'],150.0,2020-08-22,7.173,11358,24.4604,/aCIFMriQh8rvhxpN1IWGgvH0Tlg.jpg,/mQOUyqDybTqxl73hO5LujCZsM1o.jpg,en,movie,,
389,12 Angry Men,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",['Drama'],"['death penalty', 'anonymity', 'court case', 'judge', 'jurors', 'innocence', 'witness', 'knife', 'matter of life and death', 'based on play or musical', 'trial', 'murder', 'debate', 'capital punishment', 'black and white', 'courtroom', 'angry', 'courtroom drama', 'huis clos', 'baffled', 'derisive', 'foreboding']","['Martin Balsam', 'John Fiedler', 'Lee J. Cobb', 'E.G. Marshall', 'Jack Klugman', 'Edward Binns', 'Jack Warden', 'Henry Fonda', 'Joseph Sweeney', 'Ed Begley']",['Sidney Lumet'],97.0,1957-04-10,8.567,10226,29.4893,/ppd84D2i9W8jXmsyInGyihiSyqz.jpg,/qqHQsStV6exghCM7zbObuYBiYxw.jpg,en,movie,,
1175942,The Bad Guys 2,"The now-reformed Bad Guys are trying (very, very hard) to be good, but instead find themselves hijacked into a high-stakes, globe-trotting heist, masterminded by a new team of criminals they never saw coming: The Bad Girls.","['Family', 'Comedy', 'Crime', 'Adventure', 'Animation']","['california', 'based on novel or book', 'snake', 'police', 'wolf', 'fight', 'spider', 'villain', 'sequel', 'heist', 'anthropomorphism', 'space', 'los angeles, california', 'wedding', 'space station', 'framed for a crime', 'luchador', '3d animation', 'joyful']","['Sam Rockwell', 'Marc Maron', 'Awkwafina', 'Craig Robinson', 'Anthony Ramos', 'Zazie Beetz', 'Danielle Brooks', 'Natasha Lyonne', 'Maria Bakalova', 'Alex Borstein']",['Pierre Perifel'],104.0,2025-07-24,7.621,868,22.7537,/26oSPnq0ct59l07QOXZKyzsiRtN.jpg,/jvpkBenB6hv19WWYVlaiow8zklq.jpg,en,movie,,
1159559,Scream 7,"When a new Ghostface killer emerges in the quiet town where Sidney Prescott has built a new life, her darkest fears are realized as her daughter becomes the next target. Determined to protect her family, Sidney must face the horrors of her past to put an end to the bloodshed once and for all.","['Horror', 'Mystery', 'Crime']","['mask', 'indiana, usa', 'artificial intelligence (a.i.)', 'sequel', 'murder', 'serial killer', 'slasher', 'whodunit', 'killing spree', 'self-referential', 'reboot', 'crime spree', 'duringcreditsstinger', 'shocking', 'aggressive', 'murder mystery', 'masked villain', 'murder spree', 'teen horror', 'slasher horror', 'bold', 'horrified', 'whodunnit']","['Neve Campbell', 'Courteney Cox', 'Isabel May', 'Jasmin Savoy Brown', 'Mason Gooding', 'Roger L. Jackson', 'Anna Camp', 'Joel McHale', ""Celeste O'Connor"", 'Sam Rechner']",['Kevin Williamson'],114.0,2026-02-25,6.2,1211,32.2332,/jjyuk0edLiW8vOSnlfwWCCLpbh5.jpg,/3eUyLEF5M0ky3h6KJsWiWzaakB8.jpg,en,movie,,
8587,The Lion King,"Young lion prince Simba, eager to one day become king of the Pride Lands, grows up under the watchful eye of his father Mufasa; all the while his villainous uncle Scar conspires to take the throne for himself. Amid betrayal and tragedy, Simba must confront his past and find his rightful place in the Circle of Life.","['Animation', 'Family', 'Drama']","['father murder', 'loss of loved one', 'africa', 'lion', 'cartoon', 'manipulation', 'villain', 'redemption', 'musical', 'uncle', 'coming of age', 'murder', 'shaman', 'king', 'animals', 'nature', 'father son relationship', 'awestruck']","['Matthew Broderick', 'Moira Kelly', 'Jeremy Irons', 'Nathan Lane', 'Ernie Sabella', 'James Earl Jones', 'Robert Guillaume', 'Rowan Atkinson', 'Whoopi Goldberg', 'Cheech Marin']","['Roger Allers', 'Rob Minkoff']",89.0,1994-06-15,8.253,19968,37.1909,/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,/q00H8EqULYSK74lgevMkhmGGLHn.jpg,en,movie,,
1087891,The Amateur,"After his life is turned upside down when his wife is killed in a London terrorist attack, a brilliant but introverted CIA decoder takes matters into his own hands when his supervisors refuse to take action.","['Thriller', 'Action']","['central intelligence agency (cia)', 'based on novel or book', 'escape', 'blackmail', 'revenge', 'agent', 'government assassin', 'government cover-up', 'government conspiracy', 'death of wife', 'spy thriller', 'computer hacker', 'suspenseful', 'enthusiastic']","['Rami Malek', 'Holt McCallany', 'Danny Sapani', 'Rachel Brosnahan', 'Michael Stuhlbarg', 'Laurence Fishburne', 'Julianne Nicholson', 'Caitríona Balfe', 'Jon Bernthal', 'Adrian Martinez']",['James Hawes'],123.0,2025-04-09,6.916,1701,20.1258,/SNEoUInCa5fAgwuEBMIMBGvkkh.jpg,/aD7FXrm2GErTmzrIFBntPyhAqS9.jpg,en,movie,,
1292695,They Will Kill You,"A woman answers a help wanted ad to be a housekeeper in a mysterious New York City high-rise, unaware that she is entering a community that has seen a number of disappearances over the years and may be under the grip of a Satanic cult.","['Action', 'Comedy', 'Horror']","['new york city', 'ritual', 'abusive father', 'gore', 'cult', 'survival', 'disappearance', 'housekeeper', 'survival horror', 'high rise', 'satanic cult', 'manhattan, new york city', 'aftercreditsstinger', 'sister sister relationship', 'playful', 'mysterious disappearance', 'action horror']","['Zazie Beetz', ""Myha'la"", 'Paterson Joseph', 'Tom Felton', 'Heather Graham', 'Patricia Arquette', 'Willie Ludik', 'David Viviers', 'Gabe Gabriel', 'Viktoria Korotkova']",['Kirill Sokolov'],95.0,2026-03-25,6.955,1036,18.8169,/6oI4oQKTWMVUlr8Ivqydp28Ruu6.jpg,/7IwBgIwoHtkQ0lYGbBbqKintSWx.jpg,en,movie,,
475557,Joker,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.","['Crime', 'Thriller', 'Drama']","['society', 'based on comic', 'social commentary', 'psychological thriller', 'criminal mastermind', 'mental illness', 'anarchy', 'character study', 'clown makeup', 'outsider', 'prophetic', 'social realism', 'tv host', '1980s', 'mother son relationship', 'origin story', 'falling into madness', 'anti-capitalist']","['Joaquin Phoenix', 'Robert De Niro', 'Zazie Beetz', 'Frances Conroy', 'Brett Cullen', 'Shea Whigham', 'Bill Camp', 'Glenn Fleshler', 'Leigh Gill', 'Josh Pais']",['Todd Phillips'],122.0,2019-10-01,8.12,28075,30.1305,/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg,/rlay2M5QYvi6igbGcFjq8jxeusY.jpg,en,movie,,
423,The Pianist,"The true story of pianist Władysław Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.","['Drama', 'War']","['concert', 'nazi', 'resistance', 'warsaw ghetto', 'polish resistance', 'homeland', 'holocaust (shoah)', 'hunger', 'world war ii', 'prisoner of war', 'ghetto', 'deportation', 'jew persecution', 'liberation', 'biography', 'based on true story', 'survival', 'tragedy', 'based on memoir or autobiography', 'pianist', 'poland', 'tearjerker', 'angry', 'complex']","['Adrien Brody', 'Thomas Kretschmann', 'Frank Finlay', 'Maureen Lipman', 'Emilia Fox', 'Ed Stoppard', 'Julia Rayner', 'Jessica Kate Meyer', 'Michał Żebrowski', 'Wanja Mues']",['Roman Polanski'],150.0,2002-09-17,8.37,10327,19.6186,/2hFvxCCWrTmCYwfy7yum0GKRi3Y.jpg,/c0fB9xk7D1aVb3Bg2rk2SVJcGn.jpg,en,movie,,
